CVE,Strike Name,Strike Info(URL),Strike Reference,Strike Tuples
CVE-2022-22719,Apache httpd mod_lua req_parsebody Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/apache/cve_2022_22719_apache_httpd_mod_lua_req_parsebody_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22719,TCP 1.3.121.50:50061->1.6.201.207:80
CVE-2022-30522,Apache httpd mod_sed Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/apache/cve_2022_30522_apache_httpd_mod_sed_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30522,TCP 1.5.76.224:27447->1.2.93.129:80
CVE-2022-21907,Microsoft Windows http.sys HTTP protcol stack DOS,ps://strikecenter.ixiacom.com/bps/strikes/denial/misc/cve_2022_21907_windows_http_protocol_stack_dos.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21907,TCP 1.3.46.219:46292->1.4.51.41:80
CVE-2022-23253,Microsoft Windows PPTP Protocol Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/pptp/cve_2022_23253_microsoft_windows_pptp_protocol_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d23253,TCP 1.5.213.99:63943->1.4.101.138:1723
CVE-2022-24706,Apache CouchDB Erlang Cookie Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/apache/cve_2022_24706_apache_couchdb_erlang_cookie_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24706,TCP 1.3.216.240:31743->1.2.113.203:9100
CVE-2022-24112,Apache APISIX batch-requests Plugin IP address Restriction Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/apache/cve_2022_24112_apache_apisix_batch_requests_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24112,TCP 1.5.29.216:4696->1.6.34.143:9080 TCP 1.5.29.216:22859->1.6.34.143:9080
CVE-2022-42867,Apple Safari Webkit RenderMathML Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_42867_apple_webkit_crossfade_uaf.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d42867,TCP 1.1.22.134:59895->1.4.175.159:80
CVE-2022-0289,Google Chrome Safe Browsing OnReceivedThreatDOMDetails Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0289_google_chrome_OnReceivedThreatDOMDetails_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0289,TCP 1.3.31.188:11716->1.4.40.177:80
CVE-2022-41128,Internet Explorer Type confusion in JScript9 engine,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/ie_cve_2022_41128_type_confusion_in_internet_explorer_jscript9.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d41128,TCP 1.3.70.216:42094->1.4.251.102:25
CVE-2022-3654,Google Chrome PerformLayout Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3654_google_chrome_PerformLayout_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3654,TCP 1.5.84.189:2602->1.6.237.163:80
CVE-2022-3038,Google Chrome NotifyCompleted Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3038_google_chrome_NotifyCompleted_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3038,TCP 1.1.211.76:42655->1.6.216.45:80
CVE-2022-2998,Google Chrome LinkToTextMenuObserver::CompleteWithError Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2998_google_chrome_CompleteWithError_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2998,TCP 1.1.41.92:49414->1.6.45.170:80
CVE-2022-0609,Google Chrome UpdateAnimationTimingForAnimationFrame Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0609_google_chrome_UpdateAnimationTiming_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0609,TCP 1.1.83.27:47116->1.6.87.94:80
CVE-2022-4178,Google Chrome Synchronous Mojo Messages Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_4178_google_chrome_mojo_messages_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4178,TCP 1.1.155.252:58232->1.4.52.61:80
CVE-2022-2853,Google Chrome OnItemRemoved Heap Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2853_chrome_OnItemRemoved_bo.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2853,TCP 1.3.239.170:5386->1.6.96.164:80
CVE-2022-4906,Google Chrome BuildElementAccess copy-on-write Safety Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_4906_google_chrome_BuildElementAccess_copy_on_write.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4906,TCP 1.3.171.203:34450->1.6.36.21:80
CVE-2022-0306,Google Chrome RequestThumbnail Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0306_google_chrome_RequestThumbnail_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0306,TCP 1.1.114.28:28581->1.4.194.254:80
CVE-2022-1232,Google Chrome defineProperty Improper Interceptor Handling,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_1232_google_chrome_defineProperty_mem_corruption.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1232,TCP 1.3.27.139:2137->1.2.31.111:80
CVE-2022-3842,Google Chrome SetChangePasswordResponseCode Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3842_google_chrome_setchangepasswordresponsecode_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3842,TCP 1.5.118.224:39002->1.2.127.61:80
CVE-2022-2480,Google Chrome ServiceWorkerVersion Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2480_google_chrome_ServiceWorkerVersion_uaf.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2480,TCP 1.3.65.147:41822->1.4.69.207:80 TCP 1.3.65.147:15278->1.4.69.207:25
CVE-2022-20699,Cisco RV Series Routers Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/cisco/cve_2022_20699_cisco_rv340_ssl_vpn_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d20699,TCP 1.3.122.63:23001->1.4.202.57:8443
CVE-2022-0847,Dirty Pipe Linux Privelege Escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/local/cve_2022_0847_dirty_pipe_privesc.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0847,TCP 1.1.3.150:36806->1.6.7.194:25
CVE-2022-28731,Apache JSPWiki UserPreferences jsp Cross-Site Request Forgery,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_28731_apache_jspwiki_userpreferences_jsp_cross-site_request_forgery.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d28731,TCP 1.1.212.197:59720->1.6.220.145:80
CVE-2022-0543,Redis Lua Sandbox Escape and Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_0543_redis_lua_sandbox_escape_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0543,TCP 1.3.43.36:16654->1.2.155.68:6379
CVE-2022-21881,Microsoft Windows kernel priviledge escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_21881_microsoft_windows_kernel_privilege_escalation.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21881,TCP 1.5.201.180:28496->1.2.182.8:25
CVE-2022-44267,ImageMagick PNG tEXt Profile Denial Of Service,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_44267_imageMagick_png_tEXt_profile_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44267,TCP 1.3.204.118:47082->1.2.125.81:25
CVE-2022-44268,ImageMagick PNG tEXt Profile Arbitrary File Read,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_44268_imageMagick_png_tEXt_profile_arbitrary_file_read.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44268,TCP 1.5.135.181:25474->1.6.131.217:25
CVE-2022-45025,Microsoft Visual Studio Code Markdown Preview Enhanced Extension Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/office/cve_2022_45025_visual_studio_markdown_preview_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d45025,TCP 1.5.47.134:27799->1.4.52.102:25
CVE-2022-21587,Oracle E-Business Suite Web Applications Desktop Integrator BneUnZip Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/oracle/cve_2022_21587_oracle_ebusiness_suite_web_applications_desktop_integrator_bneunzip_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21587,TCP 1.5.226.196:61633->1.2.91.179:80 TCP 1.5.226.196:41329->1.2.91.179:80
CVE-2022-44456,Contec CONPROSYS HMI System chkFormula Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/scada/cve_2022_44456_contec_conprosys_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44456,TCP 1.3.122.233:37893->1.4.127.19:80
CVE-2022-35870,Inductive Automation Ignition ServerMessage Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/scada/cve_2022_35870_inductive_automation_ignition_servermessage_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35870,TCP 1.3.56.95:2176->1.6.60.170:8088 TCP 1.3.56.95:14569->1.6.60.170:8088
CVE-2022-30216,Microsoft Windows Server Service Tampering,ps://strikecenter.ixiacom.com/bps/strikes/exploits/smb/cve_2022_30216_microsoft_windows_server_service_auth_weakness.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30216,TCP 1.3.2.255:2787->1.4.7.210:445
CVE-2022-37958,Microsoft Windows NEGOEX Driver Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/smb/cve_2022_37958_microsoft_windows_NEGOEX_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d37958,TCP 1.3.220.69:37999->1.6.216.175:445
CVE-2022-1292,OpenSSL c_rehash Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/ssl/cve_2022_1292_openssl_c_rehash_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1292,TCP 1.5.251.183:10720->1.4.231.219:80
CVE-2022-3602,OpenSSL v3 ossl_punycode_decode Stack Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/ssl/cve_2022_3602_ossl_punycode_decode_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3602,TCP 1.5.232.248:22706->1.6.212.228:51282
CVE-2022-3236,Sophos Firewall User Portal and Webadmin Code Injection Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_3236_sophos_firewall_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3236,TCP 1.3.184.252:23066->1.4.151.133:4444
CVE-2022-1040,Sophos Firewall User Portal and Webadmin Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_1040_sophos_firewall_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1040,TCP 1.1.244.202:10606->1.2.68.236:4444
CVE-2022-22972,Vmware vRealize Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_22972_vmware_vrealize_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22972,TCP 1.5.43.71:35832->1.6.48.88:80 TCP 1.5.43.71:13221->1.6.48.88:80 TCP 1.5.43.71:47844->1.6.48.88:80
CVE-2022-23131,Zabbix Server Frontend Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_23131_zabbix_server_frontend_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d23131,TCP 1.3.221.10:32314->1.6.216.240:80 TCP 1.3.221.10:51845->1.6.216.240:80
