CVE,Strike Name,Strike Info(URL),Strike Reference,Strike Tuples
CVE-2022-22719,Apache httpd mod_lua req_parsebody Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/apache/cve_2022_22719_apache_httpd_mod_lua_req_parsebody_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22719,TCP 1.1.0.240:54558->1.4.179.167:80
CVE-2022-30522,Apache httpd mod_sed Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/apache/cve_2022_30522_apache_httpd_mod_sed_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30522,TCP 1.5.127.115:40918->1.2.176.113:80
CVE-2022-21907,Microsoft Windows http.sys HTTP protcol stack DOS,ps://strikecenter.ixiacom.com/bps/strikes/denial/misc/cve_2022_21907_windows_http_protocol_stack_dos.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21907,TCP 1.1.79.1:10472->1.4.231.204:80
CVE-2022-23253,Microsoft Windows PPTP Protocol Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/pptp/cve_2022_23253_microsoft_windows_pptp_protocol_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d23253,TCP 1.1.81.108:14715->1.6.85.101:1723
CVE-2022-24706,Apache CouchDB Erlang Cookie Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/apache/cve_2022_24706_apache_couchdb_erlang_cookie_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24706,TCP 1.5.230.27:44384->1.6.86.246:9100
CVE-2022-24112,Apache APISIX batch-requests Plugin IP address Restriction Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/apache/cve_2022_24112_apache_apisix_batch_requests_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24112,TCP 1.1.18.14:16278->1.4.22.84:9080 TCP 1.1.18.14:50302->1.4.22.84:9080
CVE-2022-0289,Google Chrome Safe Browsing OnReceivedThreatDOMDetails Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0289_google_chrome_OnReceivedThreatDOMDetails_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0289,TCP 1.1.50.248:10348->1.2.55.168:80
CVE-2022-42867,Apple Safari Webkit RenderMathML Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_42867_apple_webkit_crossfade_uaf.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d42867,TCP 1.1.193.197:40434->1.6.206.41:80
CVE-2022-41128,Internet Explorer Type confusion in JScript9 engine,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/ie_cve_2022_41128_type_confusion_in_internet_explorer_jscript9.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d41128,TCP 1.5.74.71:11613->1.6.231.82:25
CVE-2022-3654,Google Chrome PerformLayout Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3654_google_chrome_PerformLayout_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3654,TCP 1.5.56.221:33396->1.6.136.214:80
CVE-2022-3038,Google Chrome NotifyCompleted Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3038_google_chrome_NotifyCompleted_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3038,TCP 1.3.1.1:14194->1.4.5.243:80
CVE-2022-2998,Google Chrome LinkToTextMenuObserver::CompleteWithError Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2998_google_chrome_CompleteWithError_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2998,TCP 1.3.82.97:24170->1.2.86.172:80
CVE-2022-0609,Google Chrome UpdateAnimationTimingForAnimationFrame Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0609_google_chrome_UpdateAnimationTiming_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0609,TCP 1.1.198.21:64256->1.6.194.103:80
CVE-2022-4178,Google Chrome Synchronous Mojo Messages Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_4178_google_chrome_mojo_messages_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4178,TCP 1.5.128.255:21807->1.6.141.94:80
CVE-2022-2853,Google Chrome OnItemRemoved Heap Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2853_chrome_OnItemRemoved_bo.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2853,TCP 1.3.142.228:17126->1.4.139.40:80
CVE-2022-4906,Google Chrome BuildElementAccess copy-on-write Safety Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_4906_google_chrome_BuildElementAccess_copy_on_write.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4906,TCP 1.1.187.7:3077->1.2.19.236:80
CVE-2022-0306,Google Chrome RequestThumbnail Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0306_google_chrome_RequestThumbnail_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0306,TCP 1.1.18.202:21905->1.4.23.192:80
CVE-2022-1232,Google Chrome defineProperty Improper Interceptor Handling,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_1232_google_chrome_defineProperty_mem_corruption.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1232,TCP 1.3.7.91:24270->1.4.191.178:80
CVE-2022-3842,Google Chrome SetChangePasswordResponseCode Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3842_google_chrome_setchangepasswordresponsecode_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3842,TCP 1.1.200.101:40171->1.6.181.59:80
CVE-2022-2480,Google Chrome ServiceWorkerVersion Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2480_google_chrome_ServiceWorkerVersion_uaf.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2480,TCP 1.3.253.97:25212->1.4.77.226:25 TCP 1.3.253.97:47144->1.4.77.226:80
CVE-2022-20699,Cisco RV Series Routers Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/cisco/cve_2022_20699_cisco_rv340_ssl_vpn_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d20699,TCP 1.1.7.229:29077->1.2.12.55:8443
CVE-2022-0847,Dirty Pipe Linux Privelege Escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/local/cve_2022_0847_dirty_pipe_privesc.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0847,TCP 1.1.55.109:55009->1.6.143.120:25
CVE-2022-28731,Apache JSPWiki UserPreferences jsp Cross-Site Request Forgery,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_28731_apache_jspwiki_userpreferences_jsp_cross-site_request_forgery.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d28731,TCP 1.1.107.147:39873->1.6.193.84:80
CVE-2022-0543,Redis Lua Sandbox Escape and Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_0543_redis_lua_sandbox_escape_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0543,TCP 1.1.233.88:7354->1.6.97.125:6379
CVE-2022-44267,ImageMagick PNG tEXt Profile Denial Of Service,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_44267_imageMagick_png_tEXt_profile_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44267,TCP 1.5.22.101:13116->1.4.174.139:25
CVE-2022-21881,Microsoft Windows kernel priviledge escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_21881_microsoft_windows_kernel_privilege_escalation.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21881,TCP 1.3.240.217:56207->1.4.248.33:25
CVE-2022-44268,ImageMagick PNG tEXt Profile Arbitrary File Read,ps://strikecenter.ixiacom.com/bps/strikes/exploits/misc/cve_2022_44268_imageMagick_png_tEXt_profile_arbitrary_file_read.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44268,TCP 1.3.38.246:1886->1.6.43.215:25
CVE-2022-45025,Microsoft Visual Studio Code Markdown Preview Enhanced Extension Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/office/cve_2022_45025_visual_studio_markdown_preview_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d45025,TCP 1.1.51.255:16023->1.2.56.220:25
CVE-2022-21587,Oracle E-Business Suite Web Applications Desktop Integrator BneUnZip Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/oracle/cve_2022_21587_oracle_ebusiness_suite_web_applications_desktop_integrator_bneunzip_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21587,TCP 1.5.108.28:18545->1.6.196.138:80 TCP 1.5.108.28:34815->1.6.196.138:80
CVE-2022-44456,Contec CONPROSYS HMI System chkFormula Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/scada/cve_2022_44456_contec_conprosys_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44456,TCP 1.5.187.241:50075->1.6.19.236:80
CVE-2022-35870,Inductive Automation Ignition ServerMessage Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/scada/cve_2022_35870_inductive_automation_ignition_servermessage_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35870,TCP 1.1.163.111:17082->1.4.175.126:8088 TCP 1.1.163.111:31056->1.4.175.126:8088
CVE-2022-30216,Microsoft Windows Server Service Tampering,ps://strikecenter.ixiacom.com/bps/strikes/exploits/smb/cve_2022_30216_microsoft_windows_server_service_auth_weakness.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30216,TCP 1.5.54.216:44227->1.6.138.47:445
CVE-2022-37958,Microsoft Windows NEGOEX Driver Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/smb/cve_2022_37958_microsoft_windows_NEGOEX_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d37958,TCP 1.1.38.178:32439->1.6.158.253:445
CVE-2022-1292,OpenSSL c_rehash Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/ssl/cve_2022_1292_openssl_c_rehash_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1292,TCP 1.5.9.64:60562->1.6.185.225:80
CVE-2022-3602,OpenSSL v3 ossl_punycode_decode Stack Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/ssl/cve_2022_3602_ossl_punycode_decode_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3602,TCP 1.1.11.204:49107->1.4.164.14:51282
CVE-2022-3236,Sophos Firewall User Portal and Webadmin Code Injection Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_3236_sophos_firewall_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3236,TCP 1.1.216.225:28796->1.2.197.180:443
CVE-2022-1040,Sophos Firewall User Portal and Webadmin Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_1040_sophos_firewall_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1040,TCP 1.1.149.135:16204->1.4.145.195:4444
CVE-2022-22972,Vmware vRealize Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_22972_vmware_vrealize_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22972,TCP 1.1.186.150:15225->1.6.166.124:80 TCP 1.1.186.150:12434->1.6.166.124:80 TCP 1.1.186.150:16030->1.6.166.124:80
CVE-2022-23131,Zabbix Server Frontend Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cookie/cve_2022_23131_zabbix_server_frontend_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d23131,TCP 1.1.164.238:61182->1.4.24.174:80 TCP 1.1.164.238:62264->1.4.24.174:80
CVE-2022-26134,Atlassian Confluence OGNL Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_26134_confluence_ognl_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26134,TCP 1.3.108.117:10003->1.2.196.155:8090
CVE-2022-2068,OpenSSL Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_2068_openSSL_c_rehash_script_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2068,TCP 1.5.111.230:37527->1.4.192.11:80
CVE-2022-27924,Zimbra Collaboration Memcached CRLF Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_27924_zimbra_collaboration_memcached_CRLF_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d27924,TCP 1.3.23.41:2473->1.4.27.254:80
CVE-2022-22954,Vmware Workspace ONE Access Freemarker Server-side Template Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22954_vmware_ssti_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22954,TCP 1.3.178.210:21030->1.6.11.11:443
CVE-2022-4223,pgAdmin validate_binary_path Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_4223_pgadmin_validate_binary_path_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4223,TCP 1.3.115.19:48597->1.2.195.236:8527
CVE-2022-22963,Spring Expression Resource Access Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22963_spring_expression_resource_access.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22963,TCP 1.1.152.27:48641->1.2.132.248:8080
CVE-2022-1388,F5 BIG-IP iControl REST Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_1388_f5_big_ip_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1388,TCP 1.1.95.198:32346->1.2.208.174:443
CVE-2022-47966,Zoho ManageEngine Multiple Products SAMLResponse Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_47966_zoho_manageengine_multiple_products_samlresponse_remote_code_execution.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d47966,TCP 1.3.161.201:46320->1.4.174.162:7272
CVE-2022-1660,Keysight N6854A and N6841A RF Sensor Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_1660_keysight_n6854a_and_n6841a_rf_sensor_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1660,TCP 1.3.126.246:35373->1.6.3.231:8080
CVE-2022-24697,Apache Kylin runSparkSubmit Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_24697_apache_kylin_runsparksubmit_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24697,TCP 1.1.223.14:45290->1.6.219.80:7070
CVE-2022-42889,Apache Common Text Library Text4Shell RCE,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_42889_apache_common_text_library_text4Shell_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d42889,TCP 1.5.13.212:8928->1.4.166.136:24186
CVE-2022-44877,Control Web Panel Login Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_44877_control_web_panel_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d44877,TCP 1.1.8.240:21341->1.6.185.62:2031
CVE-2022-22965,VMware Spring Framework Data Binding ClassLoader,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22965_vmware_spring_framework_data_binding_classloader.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22965,TCP 1.3.150.139:54716->1.6.146.130:8080 TCP 1.3.150.139:64374->1.6.146.130:8080
CVE-2022-35914,Teclib GLPI Remote Code Execution Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_35914_GLPI_project_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35914,TCP 1.3.187.159:37085->1.6.19.191:80
CVE-2022-43781,Atlassian Bitbucket Server and Data Center Command Injection Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_43781_atlassian_bitbucket_server_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d43781,TCP 1.5.163.78:63033->1.6.27.163:7990
CVE-2022-40624,pfSense pfBlockerNG Host Header Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_40624_pfSense_pfBlockerNG_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d40624,TCP 1.5.185.139:11371->1.6.161.68:80
CVE-2022-22947,VMware Spring Cloud Gateway SpEL Code Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22947_vmware_spring_cloud_gateway_spel.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22947,TCP 1.5.219.87:55289->1.2.193.115:8080
CVE-2022-22960,VMware Products Privilege Escalation,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_22960_vmware_privilege_escalation.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22960,TCP 1.3.66.185:14498->1.2.243.7:25
CVE-2022-33891,Apache Spark Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_33891_apache_spark_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d33891,TCP 1.3.69.53:50488->1.2.73.108:8080
CVE-2022-24288,Apache Airflow DAG OS Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_24288_apache_airflow_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24288,TCP 1.5.93.161:54746->1.6.97.171:8080
CVE-2022-2185,Gitlab Project Import Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_2185_gitlab_import_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2185,TCP 1.1.175.248:28025->1.2.32.76:80
CVE-2022-40684,Fortinet Multiple Products Administrative Interface Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_40684_fortinet_administrative_interface_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d40684,TCP 1.5.175.240:3752->1.4.171.240:8888
CVE-2022-36804,Atlassian Bitbucket Server and Data Center Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_36804_atlassian_bitbucket_server_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d36804,TCP 1.5.155.81:50589->1.6.51.84:7990
CVE-2022-47986,IBM Aspera Faspex Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_47986_ibm_aspera_faspex_code_execution_vulnerability.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d47986,TCP 1.3.25.246:58195->1.2.150.97:3000
CVE-2022-26318,Watchguard Fireware buffer overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_26318_watchguard_firebox_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26318,TCP 1.5.226.179:25239->1.4.239.7:4117
CVE-2022-46169,Cacti remote_agent php Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_46169_cacti_group_cacti_remote_agent_php_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d46169,TCP 1.5.24.62:48935->1.4.168.146:80
CVE-2022-30525,Zyxel Firewall CGI Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_30525_zyxel_firewall_cgi_os_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30525,TCP 1.5.162.15:53181->1.4.26.159:443
CVE-2022-28810,Zoho ManageEngine ADSelfService Plus Custom Script Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_28810_zoho_manageengine_adselfservice_plus_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d28810,TCP 1.1.40.154:42854->1.4.44.216:8888 TCP 1.1.40.154:49827->1.4.44.216:8888 TCP 1.1.40.154:44068->1.4.44.216:8888 TCP 1.1.40.154:59231->1.4.44.216:8888 TCP 1.1.40.154:41425->1.4.44.216:8888 TCP 1.1.40.154:63956->1.4.44.216:8888 TCP 1.1.40.154:43054->1.4.44.216:8888 TCP 1.1.40.154:51082->1.4.44.216:8888
CVE-2022-40127,Apache Airflow DAG run_id Command Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/exec/cve_2022_40127_apache_airflow_command_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d40127,TCP 1.5.75.224:50114->1.2.83.169:8080 TCP 1.5.75.224:48519->1.2.83.169:8080 TCP 1.5.75.224:38754->1.2.83.169:8080 TCP 1.5.75.224:20500->1.2.83.169:8080 TCP 1.5.75.224:43029->1.2.83.169:8080 TCP 1.5.75.224:48553->1.2.83.169:8080 TCP 1.5.75.224:40395->1.2.83.169:8080
CVE-2022-36537,ZK Framework Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/info/cve_2022_36537_zk_framework_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d36537,TCP 1.3.122.239:20694->1.2.127.219:80 TCP 1.3.122.239:62180->1.2.127.219:80
CVE-2022-34265,Django Trunc and Extract SQL Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/sql/cve_2022_34265_django_sql_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d34265,TCP 1.5.226.79:19613->1.2.91.64:8000
CVE-2022-43672,Zoho ManageEngine Password Manager Pro UserGroupListTableController SQL Injection,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/sql/cve_2022_43672_zoho_manageengine_password_manager_pro_usergrouplisttablecontroller_sql_injection.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d43672,TCP 1.3.131.233:47442->1.2.60.204:7272 TCP 1.3.131.233:22579->1.2.60.204:7272 TCP 1.3.131.233:5915->1.2.60.204:7272 TCP 1.3.131.233:49483->1.2.60.204:7272
CVE-2022-1661,KeySight N6854A and N6841A RF Sensor UserFirmwareRequestHandler Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_1661_keysight_n6854a_and_n6841a_rf_sensor_userfirmwarerequesthandler_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1661,TCP 1.5.181.82:53388->1.6.6.75:8080
CVE-2022-29464,WSO2 API Manger Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_29464_wso2_api_manager_dir_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d29464,TCP 1.1.59.28:25743->1.4.244.29:9763
CVE-2022-38418,Adobe ColdFusion Application Server Directory Traversal Vulnerability,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_38418_adobe_coldfusion_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d38418,TCP 1.1.99.104:20148->1.4.211.213:80 TCP 1.1.99.104:16636->1.4.211.213:80
CVE-2022-26352,dotCMS processFile Directory Traversal,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/traversal/cve_2022_26352_dotCMS_processFile_directory_traversal.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d26352,TCP 1.5.23.188:10067->1.6.169.99:8080
CVE-2022-39952,Fortinet FortiNAC ConfigWizard KeyUpload RCE,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/upload/cve_2022_39952_fortinet_fortinac_configwizard_keyupload_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d39952,TCP 1.3.135.86:4895->1.4.131.129:8443
CVE-2022-24682,Zimbra Webmail Cross-Site Scripting,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/xss/cve_2022_24682_zimbra_webmail_xss.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24682,TCP 1.3.204.165:45584->1.2.124.198:80
CVE-2022-35405,Zoho ManageEngine Password Manager Pro XMLRPC Insecure Deserialization,ps://strikecenter.ixiacom.com/bps/strikes/exploits/webapp/cve_2022_35405_zoho_manageengine_xmlrpc_insecure_deserialization.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d35405,TCP 1.1.17.227:57864->1.4.21.239:7272
