CVE,Strike Name,Strike Info(URL),Strike Reference,Strike Tuples
CVE-2022-22719,Apache httpd mod_lua req_parsebody Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/apache/cve_2022_22719_apache_httpd_mod_lua_req_parsebody_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d22719,TCP 1.3.19.23:11383->1.6.23.173:80
CVE-2022-30522,Apache httpd mod_sed Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/apache/cve_2022_30522_apache_httpd_mod_sed_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d30522,TCP 1.3.212.78:30606->1.6.103.108:80
CVE-2022-21907,Microsoft Windows http.sys HTTP protcol stack DOS,ps://strikecenter.ixiacom.com/bps/strikes/denial/misc/cve_2022_21907_windows_http_protocol_stack_dos.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d21907,TCP 1.5.159.29:49324->1.6.47.87:80
CVE-2022-23253,Microsoft Windows PPTP Protocol Denial of Service,ps://strikecenter.ixiacom.com/bps/strikes/denial/pptp/cve_2022_23253_microsoft_windows_pptp_protocol_denial_of_service.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d23253,TCP 1.1.252.147:2568->1.6.248.184:1723
CVE-2022-24706,Apache CouchDB Erlang Cookie Authentication Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/apache/cve_2022_24706_apache_couchdb_erlang_cookie_auth_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24706,TCP 1.1.57.166:41362->1.2.61.135:9100
CVE-2022-24112,Apache APISIX batch-requests Plugin IP address Restriction Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/apache/cve_2022_24112_apache_apisix_batch_requests_authentication_bypass.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d24112,TCP 1.1.139.115:58531->1.6.247.86:9080 TCP 1.1.139.115:28243->1.6.247.86:9080
CVE-2022-42867,Apple Safari Webkit RenderMathML Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_42867_apple_webkit_crossfade_uaf.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d42867,TCP 1.3.99.220:20742->1.4.211.233:80
CVE-2022-0289,Google Chrome Safe Browsing OnReceivedThreatDOMDetails Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0289_google_chrome_OnReceivedThreatDOMDetails_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0289,TCP 1.3.233.228:25194->1.4.98.31:80
CVE-2022-41128,Internet Explorer Type confusion in JScript9 engine,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/ie_cve_2022_41128_type_confusion_in_internet_explorer_jscript9.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d41128,TCP 1.1.117.156:46549->1.2.10.145:25
CVE-2022-3654,Google Chrome PerformLayout Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3654_google_chrome_PerformLayout_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3654,TCP 1.3.97.119:34362->1.6.209.133:80
CVE-2022-2998,Google Chrome LinkToTextMenuObserver::CompleteWithError Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2998_google_chrome_CompleteWithError_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2998,TCP 1.5.114.227:2029->1.4.195.124:80
CVE-2022-3038,Google Chrome NotifyCompleted Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3038_google_chrome_NotifyCompleted_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3038,TCP 1.5.13.138:49482->1.6.17.131:80
CVE-2022-4178,Google Chrome Synchronous Mojo Messages Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_4178_google_chrome_mojo_messages_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4178,TCP 1.3.63.241:59978->1.6.68.110:80
CVE-2022-0609,Google Chrome UpdateAnimationTimingForAnimationFrame Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0609_google_chrome_UpdateAnimationTiming_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0609,TCP 1.5.70.67:14898->1.6.74.52:80
CVE-2022-2853,Google Chrome OnItemRemoved Heap Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2853_chrome_OnItemRemoved_bo.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2853,TCP 1.1.226.10:2734->1.4.90.52:80
CVE-2022-4906,Google Chrome BuildElementAccess copy-on-write Safety Bypass,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_4906_google_chrome_BuildElementAccess_copy_on_write.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d4906,TCP 1.3.232.63:23127->1.6.96.36:80
CVE-2022-1232,Google Chrome defineProperty Improper Interceptor Handling,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_1232_google_chrome_defineProperty_mem_corruption.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d1232,TCP 1.5.203.155:60898->1.6.3.152:80
CVE-2022-0306,Google Chrome RequestThumbnail Buffer Overflow,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_0306_google_chrome_RequestThumbnail_buffer_overflow.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d0306,TCP 1.1.138.56:32148->1.2.66.137:80
CVE-2022-3842,Google Chrome SetChangePasswordResponseCode Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_3842_google_chrome_setchangepasswordresponsecode_UAF.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d3842,TCP 1.5.166.113:20312->1.4.162.91:80
CVE-2022-2480,Google Chrome ServiceWorkerVersion Use After Free,ps://strikecenter.ixiacom.com/bps/strikes/exploits/browser/cve_2022_2480_google_chrome_ServiceWorkerVersion_uaf.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d2480,TCP 1.5.172.208:39384->1.6.32.182:80 TCP 1.5.172.208:1899->1.6.32.182:25
CVE-2022-20699,Cisco RV Series Routers Remote Code Execution,ps://strikecenter.ixiacom.com/bps/strikes/exploits/cisco/cve_2022_20699_cisco_rv340_ssl_vpn_rce.xml,http://cve.mitre.org/cgi-bin/cvename.cgi?name=2022%2d20699,TCP 1.3.116.27:54606->1.6.120.241:8443
